,optic name,screen,optics x (mm),optics y (mm),theoretical sigma_x,theoretical sigma_y,BTV total intensity,BTV BQM.BunchLengthMean,BTV BTV660524fit.sx,BTV BTV660524fit.sy,% difference sigma_x,% difference sigma_y
100,tt66_2024_fp2_sti_smaug_0p4_0p4mm,Screen Out,0.4,0.4,0.481963,0.226448,0,0,0.5446983436967364,0.536422503,12.221234213580699,81.26530037210188
101,tt66_2024_fp2_sti_smaug_0p4_0p4mm,Screen Out,0.4,0.4,0.481963,0.226448,0,0,0.5411757132376684,0.5353782823931047,11.574718554103573,81.10255304468369
102,tt66_2024_fp2_sti_smaug_0p4_0p4mm,Screen Out,0.4,0.4,0.481963,0.226448,0,0,0.5449992608282209,0.5384470791909952,12.276256534954591,81.57957546830778
103,tt66_2024_fp2_sti_smaug_0p4_0p4mm,Screen Out,0.4,0.4,0.481963,0.226448,0,0,0.5437710759831267,0.5390295754469924,12.051481457099113,81.66968843325391
104,tt66_2024_fp2_sti_smaug_0p4_0p4mm,Screen Out,0.4,0.4,0.481963,0.226448,0,0,0.5408355800465785,0.5367256682572916,11.512057446129317,81.31246691616371
105,tt66_2024_fp2_sti_smaug_0p4_0p4mm,Screen Out,0.4,0.4,0.481963,0.226448,0,0,0.5469319558094125,0.5396313555070325,12.62888022583464,81.76264071226691
106,tt66_2024_fp2_sti_smaug_0p4_0p4mm,Screen Out,0.4,0.4,0.481963,0.226448,0,0,0.5427648807309381,0.538584383,11.866932065431488,81.60082899
107,tt66_2024_fp2_sti_smaug_0p4_0p4mm,Screen Out,0.4,0.4,0.481963,0.226448,0,0,0.5454236936852113,0.5422883142177086,12.35380876066816,82.17130071
108,tt66_2024_fp2_sti_smaug_0p4_0p4mm,Screen Out,0.4,0.4,0.481963,0.226448,0,0,0.5445875982260406,0.5403937146108239,12.200976422255435,81.88018690927709
109,tt66_2024_fp2_sti_smaug_0p4_0p4mm,Screen Out,0.4,0.4,0.481963,0.226448,0,0,0.548392821,0.5400779515990932,12.894539880533223,81.83152858551287
110,tt66_2024_fp2_sti_smaug_0p4_0p4mm,Screen Out,0.4,0.4,0.481963,0.226448,0,0,0.545614964,0.5429132410780058,12.388736654349511,82.26700909304562
111,tt66_2024_fp2_sti_smaug_0p4_0p4mm,Screen Out,0.4,0.4,0.481963,0.226448,0,0,0.5423166992498347,0.5382830834036776,11.784612990775233,81.55418033114515
112,tt66_2024_fp2_sti_smaug_0p4_0p4mm,Screen Out,0.4,0.4,0.481963,0.226448,0,0,0.7466916396691453,0.6795296408326796,43.092441296674224,100.02049066382136
113,tt66_2024_fp2_sti_smaug_0p4_0p4mm,Glassy C,0.4,0.4,0.481963,0.226448,0,0,0.541922095,0.5201619156361499,11.712074922980698,78.67935035014654
114,tt66_2024_fp2_sti_smaug_0p4_0p4mm,Glassy C,0.4,0.4,0.481963,0.226448,0,0,0.545498625,0.523038191,12.367493441686959,79.14493807470227
115,tt66_2024_fp2_sti_smaug_0p4_0p4mm,Glassy C,0.4,0.4,0.481963,0.226448,0,0,0.5349464948571806,0.508595173,10.420493687026074,76.77023160310658
116,tt66_2024_fp2_sti_smaug_0p4_0p4mm,Glassy C,0.4,0.4,0.481963,0.226448,0,0,0.5494114128023142,0.5309012582437603,13.079326375579228,80.39969800716939
117,tt66_2024_fp2_sti_smaug_0p4_0p4mm,Glassy C,0.4,0.4,0.481963,0.226448,0,0,0.5433140119261239,0.5238718141835335,11.967694820518341,79.27921096077613
118,tt66_2024_fp2_sti_smaug_0p4_0p4mm,Glassy C,0.4,0.4,0.481963,0.226448,0,0,0.5496393964567129,0.5266801764146178,13.120635758343294,79.72937032947543
119,tt66_2024_fp2_sti_smaug_0p4_0p4mm,Glassy C,0.4,0.4,0.481963,0.226448,0,0,0.5510430765490085,0.5302084672861942,13.374573125413983,80.29019255611577
120,tt66_2024_fp2_sti_smaug_0p4_0p4mm,Glassy C,0.4,0.4,0.481963,0.226448,0,0,0.5877851780369681,0.5054776654790664,19.78450259782749,76.24535622655982
121,tt66_2024_fp2_sti_smaug_0p4_0p4mm,Glassy C,0.4,0.4,0.481963,0.226448,0,0,0.5893877620176267,0.5110227744281466,20.054078612931303,77.17587850143975
122,tt66_2024_fp2_sti_smaug_0p4_0p4mm,Glassy C,0.4,0.4,0.481963,0.226448,0,0,0.5885993989080651,0.5086405125139424,19.921566275227004,76.77783225012378
123,tt66_2024_fp2_sti_smaug_0p4_0p4mm,Glassy C,0.4,0.4,0.481963,0.226448,0,0,0.5873553895888871,0.5074107798900379,19.71206903668917,76.57134794575535
124,tt66_2024_fp2_sti_smaug_0p4_0p4mm,Glassy C,0.4,0.4,0.481963,0.226448,0,0,0.5854287544937921,0.5042119993255949,19.386650507312655,76.03098556975155
125,tt66_2024_fp2_sti_smaug_0p4_0p4mm,Glassy C,0.4,0.4,0.481963,0.226448,0,0,0.5857867696681428,0.5054089090274122,19.447209939536922,76.23372973225933
126,tt66_2024_fp2_sti_smaug_0p4_0p4mm,Glassy C,0.4,0.4,0.481963,0.226448,0,0,0.5841793606104682,0.4988575767074037,19.174992831527597,75.11580924112948
127,tt66_2024_fp2_sti_smaug_0p4_0p4mm,Glassy C,0.4,0.4,0.481963,0.226448,0,0,0.5808886626299111,0.498142308,18.61514002530331,74.99253168230291
128,tt66_2024_fp2_sti_smaug_0p4_0p4mm,Glassy C,0.4,0.4,0.481963,0.226448,0,0,0.5846595258220895,0.5008485167912681,19.25639546060348,75.45767385271837
129,tt66_2024_fp2_sti_smaug_0p4_0p4mm,Glassy C,0.4,0.4,0.481963,0.226448,0,0,0.5833242998072777,0.5030058132199878,19.029852289727877,75.82599698785421
130,tt66_2024_fp2_sti_smaug_0p4_0p4mm,Glassy C,0.4,0.4,0.481963,0.226448,0,0,0.5812274040239515,0.4995382880884735,18.672930765412598,75.23290524
131,tt66_2024_fp2_sti_smaug_0p4_0p4mm,Glassy C,0.4,0.4,0.481963,0.226448,0,0,0.5858675623432943,0.5032828902372131,19.46087066758636,75.87314555019661
132,tt66_2024_fp2_sti_smaug_0p4_0p4mm,Glassy C,0.4,0.4,0.481963,0.226448,0,0,0.5852554629216281,0.5041078022840767,19.357323080572208,76.01330423110066
133,tt66_2024_fp2_sti_smaug_0p4_0p4mm,Glassy C,0.4,0.4,0.481963,0.226448,0,0,0.5855215037486527,0.5026156994190004,19.40234324432618,75.75955287283725
134,tt66_2024_fp2_sti_smaug_0p4_0p4mm,Glassy C,0.4,0.4,0.481963,0.226448,0,0,0.5833372747752957,0.5005338294981534,19.032056439988935,75.40376344409022
135,tt66_2024_fp2_sti_smaug_0p4_0p4mm,Glassy C,0.4,0.4,0.481963,0.226448,0,0,0.583265715,0.5016118732361375,19.019899476846337,75.58825403000652
136,tt66_2024_fp2_sti_smaug_0p4_0p4mm,Glassy C,0.4,0.4,0.481963,0.226448,0,0,0.5808960320266866,0.4975197982521664,18.61639766809689,74.88504292776541
137,tt66_2024_fp2_sti_smaug_0p4_0p4mm,Glassy C,0.4,0.4,0.481963,0.226448,0,0,0.5840739314362737,0.5023405633858434,19.15710955692679,75.71264898
138,tt66_2024_fp2_sti_smaug_0p4_0p4mm,Glassy C,0.4,0.4,0.481963,0.226448,0,0,0.671731727,0.502033629,32.897563444163566,75.66028244776282
139,tt66_2024_fp2_sti_smaug_0p4_0p4mm,Glassy C,0.4,0.4,0.481963,0.226448,0,0,0.6688097784237707,0.500602299,32.47327047,75.41549725951313
140,tt66_2024_fp2_sti_smaug_0p4_0p4mm,Glassy C,0.4,0.4,0.481963,0.226448,0,0,0.6707562855171044,0.5023594391060442,32.75615978480184,75.71586795120463
141,tt66_2024_fp2_sti_smaug_0p4_0p4mm,Glassy C,0.4,0.4,0.481963,0.226448,0,0,0.6711897896112823,0.5020287529216663,32.81903166970077,75.65945016540554
142,tt66_2024_fp2_sti_smaug_0p4_0p4mm,Glassy C,0.4,0.4,0.481963,0.226448,0,0,0.669833712,0.5039845330534785,32.62219976957607,75.99237999251567
143,tt66_2024_fp2_sti_smaug_0p4_0p4mm,Glassy C,0.4,0.4,0.481963,0.226448,0,0,0.6731940466507143,0.4975097104456941,33.10909927012495,74.88329954
144,tt66_2024_fp2_sti_smaug_0p4_0p4mm,Glassy C,0.4,0.4,0.481963,0.226448,0,0,0.6633495043881873,0.4976613260105135,31.67458727521392,74.90949674816802
145,tt66_2024_fp2_sti_smaug_0p4_0p4mm,Glassy C,0.4,0.4,0.481963,0.226448,0,0,0.6686825936124245,0.4963922714590232,32.454753166215646,74.68988160113211
146,tt66_2024_fp2_sti_smaug_0p4_0p4mm,Screen Out,0.4,0.4,0.481963,0.226448,0,0,0.6627268002245514,0.4999799452360289,31.58301929292834,75.30876173745041
